,index,number_of_siblings,direct_admission,CCA,learning_style,student_id,gender,tuition,final_test,n_male,n_female,age,hours_per_week,attendance_rate,sleep_time,wake_time,mode_of_transport,bag_color,sleep_time_dt,wake_time_dt,sleep_duration,sleep_minutes
128,128,1,No,SPORTS,Auditory,8PXI3E,Male,N,38.0,19.0,9.0,16.0,3.0,51.0,1:00,6:00,private transport,yellow,1900-01-01 01:00:00,1900-01-01 06:00:00,0 days 05:00:00,300
129,129,0,No,SPORTS,Visual,6F1PTH,Male,Y,96.0,12.0,11.0,15.0,8.0,98.0,22:00,6:00,private transport,yellow,1900-01-01 22:00:00,1900-01-01 06:00:00,0 days 08:00:00,480
130,130,0,No,CLUBS,Auditory,BSZMBK,Male,Y,93.0,21.0,4.0,16.0,6.0,91.0,21:30,5:30,public transport,red,1900-01-01 21:30:00,1900-01-01 05:30:00,0 days 08:00:00,480
131,131,2,No,SPORTS,Auditory,FI521J,Female,Y,55.0,1.0,17.0,16.0,12.0,92.0,21:30,5:30,public transport,green,1900-01-01 21:30:00,1900-01-01 05:30:00,0 days 08:00:00,480
132,132,1,No,SPORTS,Auditory,190KM7,Male,Y,58.0,19.0,3.0,16.0,17.0,94.0,22:00,6:00,private transport,white,1900-01-01 22:00:00,1900-01-01 06:00:00,0 days 08:00:00,480
133,133,1,No,SPORTS,Auditory,2OS39W,Female,Y,64.0,16.0,11.0,15.0,10.0,92.0,21:30,5:30,public transport,green,1900-01-01 21:30:00,1900-01-01 05:30:00,0 days 08:00:00,480
134,134,0,No,SPORTS,Auditory,0MKJET,Female,N,65.0,11.0,10.0,15.0,14.0,95.0,22:30,6:30,private transport,black,1900-01-01 22:30:00,1900-01-01 06:30:00,0 days 08:00:00,480
135,135,0,No,CLUBS,Visual,XACBU2,Male,Y,89.0,14.0,8.0,15.0,7.0,99.0,21:30,5:30,public transport,yellow,1900-01-01 21:30:00,1900-01-01 05:30:00,0 days 08:00:00,480
136,136,0,No,CLUBS,Visual,QB177D,Female,N,55.0,9.0,13.0,16.0,13.0,98.0,22:00,6:00,private transport,green,1900-01-01 22:00:00,1900-01-01 06:00:00,0 days 08:00:00,480
137,137,1,No,SPORTS,Visual,WHO5I7,Female,N,58.0,8.0,23.0,16.0,9.0,97.0,21:00,5:00,public transport,red,1900-01-01 21:00:00,1900-01-01 05:00:00,0 days 08:00:00,480
138,138,1,No,ARTS,Auditory,90IB5O,Female,N,53.0,13.0,12.0,16.0,18.0,95.0,22:30,6:30,private transport,white,1900-01-01 22:30:00,1900-01-01 06:30:00,0 days 08:00:00,480
139,139,1,No,CLUBS,Visual,MP9662,Female,N,47.0,19.0,11.0,16.0,10.0,91.0,21:00,5:00,public transport,white,1900-01-01 21:00:00,1900-01-01 05:00:00,0 days 08:00:00,480
140,140,2,No,NONE,Visual,TDLKDV,Female,Y,72.0,6.0,13.0,15.0,10.0,99.0,22:00,6:00,private transport,yellow,1900-01-01 22:00:00,1900-01-01 06:00:00,0 days 08:00:00,480
141,141,0,No,NONE,Auditory,MP1M7A,Female,N,68.0,19.0,8.0,15.0,19.0,95.0,22:30,6:30,private transport,black,1900-01-01 22:30:00,1900-01-01 06:30:00,0 days 08:00:00,480
142,142,1,No,NONE,Auditory,2RE5VB,Female,Y,61.0,22.0,6.0,15.0,7.0,91.0,22:30,6:30,private transport,yellow,1900-01-01 22:30:00,1900-01-01 06:30:00,0 days 08:00:00,480
143,143,1,Yes,SPORTS,Auditory,WIHG37,Female,Y,72.0,9.0,11.0,15.0,11.0,94.0,22:30,6:30,private transport,white,1900-01-01 22:30:00,1900-01-01 06:30:00,0 days 08:00:00,480
144,144,1,No,CLUBS,Visual,JIQ8UK,Male,N,51.0,23.0,7.0,15.0,7.0,100.0,22:30,6:30,private transport,green,1900-01-01 22:30:00,1900-01-01 06:30:00,0 days 08:00:00,480
145,145,2,No,ARTS,Visual,FR8U8M,Female,N,41.0,3.0,19.0,16.0,8.0,96.0,22:00,6:00,private transport,yellow,1900-01-01 22:00:00,1900-01-01 06:00:00,0 days 08:00:00,480
146,146,0,No,SPORTS,Auditory,AW6ZDW,Female,N,53.0,1.0,20.0,16.0,18.0,97.0,22:00,6:00,private transport,black,1900-01-01 22:00:00,1900-01-01 06:00:00,0 days 08:00:00,480
147,147,1,No,CLUBS,Visual,BASY1M,Male,N,53.0,15.0,11.0,15.0,18.0,100.0,22:00,6:00,private transport,red,1900-01-01 22:00:00,1900-01-01 06:00:00,0 days 08:00:00,480
148,148,0,No,CLUBS,Visual,9DC1Y5,Female,N,76.0,0.0,27.0,15.0,8.0,96.0,21:30,5:30,public transport,yellow,1900-01-01 21:30:00,1900-01-01 05:30:00,0 days 08:00:00,480
149,149,2,No,SPORTS,Auditory,894SIA,Male,N,59.0,18.0,2.0,15.0,16.0,94.0,22:30,6:30,private transport,yellow,1900-01-01 22:30:00,1900-01-01 06:30:00,0 days 08:00:00,480
150,150,1,No,CLUBS,Visual,QJODVK,Female,Y,59.0,25.0,3.0,15.0,15.0,94.0,22:30,6:30,private transport,black,1900-01-01 22:30:00,1900-01-01 06:30:00,0 days 08:00:00,480
151,151,1,Yes,SPORTS,Visual,Y1CFA8,Female,N,49.0,27.0,3.0,16.0,4.0,55.0,0:30,5:30,public transport,red,1900-01-01 00:30:00,1900-01-01 05:30:00,0 days 05:00:00,300
152,152,1,Yes,SPORTS,Auditory,4YZZ66,Male,N,49.0,12.0,12.0,16.0,7.0,93.0,23:00,7:00,walk,blue,1900-01-01 23:00:00,1900-01-01 07:00:00,0 days 08:00:00,480
153,153,2,No,ARTS,Auditory,H1XKZZ,Male,Y,56.0,20.0,0.0,16.0,11.0,93.0,21:30,5:30,public transport,green,1900-01-01 21:30:00,1900-01-01 05:30:00,0 days 08:00:00,480
154,154,0,No,NONE,Auditory,4VZ0W4,Female,Y,72.0,0.0,23.0,16.0,12.0,94.0,21:00,5:00,public transport,yellow,1900-01-01 21:00:00,1900-01-01 05:00:00,0 days 08:00:00,480
155,155,1,Yes,NONE,Visual,QUV2FC,Female,N,91.0,9.0,12.0,16.0,5.0,97.0,21:30,5:30,public transport,green,1900-01-01 21:30:00,1900-01-01 05:30:00,0 days 08:00:00,480
156,156,1,No,CLUBS,Auditory,LDFJ01,Male,N,61.0,17.0,11.0,15.0,8.0,100.0,21:00,5:00,public transport,black,1900-01-01 21:00:00,1900-01-01 05:00:00,0 days 08:00:00,480
157,157,2,Yes,ARTS,Visual,T4NOZ5,Male,N,54.0,11.0,5.0,15.0,5.0,99.0,21:30,5:30,public transport,yellow,1900-01-01 21:30:00,1900-01-01 05:30:00,0 days 08:00:00,480
158,158,0,No,CLUBS,Visual,2RH032,Male,N,72.0,13.0,15.0,16.0,10.0,95.0,21:30,5:30,public transport,red,1900-01-01 21:30:00,1900-01-01 05:30:00,0 days 08:00:00,480
159,159,1,Yes,CLUBS,Auditory,0Y30H6,Female,Y,75.0,7.0,10.0,16.0,6.0,92.0,22:30,6:30,private transport,yellow,1900-01-01 22:30:00,1900-01-01 06:30:00,0 days 08:00:00,480
160,160,1,Yes,NONE,Visual,CGRXK9,Female,N,61.0,21.0,6.0,16.0,7.0,96.0,22:30,6:30,private transport,red,1900-01-01 22:30:00,1900-01-01 06:30:00,0 days 08:00:00,480
161,161,0,No,ARTS,Auditory,F9Q4TS,Male,Y,77.0,12.0,9.0,16.0,6.0,93.0,22:00,6:00,private transport,black,1900-01-01 22:00:00,1900-01-01 06:00:00,0 days 08:00:00,480
162,162,1,Yes,ARTS,Auditory,1IMC07,Female,N,49.0,19.0,6.0,15.0,10.0,91.0,22:00,6:00,private transport,yellow,1900-01-01 22:00:00,1900-01-01 06:00:00,0 days 08:00:00,480
163,163,2,No,SPORTS,Auditory,GWX4PV,Female,N,41.0,15.0,7.0,15.0,1.0,98.0,21:00,5:00,public transport,yellow,1900-01-01 21:00:00,1900-01-01 05:00:00,0 days 08:00:00,480
164,164,2,No,ARTS,Auditory,9B2MSU,Female,Y,49.0,15.0,9.0,15.0,6.0,56.0,1:30,5:30,public transport,white,1900-01-01 01:30:00,1900-01-01 05:30:00,0 days 04:00:00,240
165,165,2,No,CLUBS,Visual,OLRR8C,Female,N,72.0,10.0,13.0,15.0,7.0,96.0,22:00,6:00,private transport,yellow,1900-01-01 22:00:00,1900-01-01 06:00:00,0 days 08:00:00,480
166,166,1,No,CLUBS,Auditory,4TTFFE,Female,Y,58.0,4.0,20.0,15.0,16.0,100.0,22:00,6:00,private transport,white,1900-01-01 22:00:00,1900-01-01 06:00:00,0 days 08:00:00,480
167,167,0,No,SPORTS,Auditory,34JBW3,Female,N,77.0,5.0,17.0,15.0,6.0,90.0,21:00,5:00,public transport,green,1900-01-01 21:00:00,1900-01-01 05:00:00,0 days 08:00:00,480
168,168,2,No,SPORTS,Visual,0B0KHP,Male,N,70.0,20.0,3.0,16.0,14.0,91.0,23:00,7:00,walk,yellow,1900-01-01 23:00:00,1900-01-01 07:00:00,0 days 08:00:00,480
169,169,1,No,NONE,Visual,BX2EJ1,Male,N,55.0,16.0,10.0,16.0,13.0,99.0,21:00,5:00,public transport,blue,1900-01-01 21:00:00,1900-01-01 05:00:00,0 days 08:00:00,480
170,170,0,Yes,NONE,Visual,3JIYVD,Female,N,81.0,3.0,15.0,15.0,7.0,90.0,23:00,6:00,private transport,yellow,1900-01-01 23:00:00,1900-01-01 06:00:00,0 days 07:00:00,420
171,171,1,No,CLUBS,Auditory,BJ3J7Y,Female,N,47.0,22.0,8.0,15.0,5.0,96.0,21:30,5:30,public transport,red,1900-01-01 21:30:00,1900-01-01 05:30:00,0 days 08:00:00,480
172,172,2,Yes,NONE,Visual,BW7ZBA,Male,Y,76.0,14.0,0.0,16.0,6.0,91.0,21:00,5:00,public transport,blue,1900-01-01 21:00:00,1900-01-01 05:00:00,0 days 08:00:00,480
173,173,0,Yes,SPORTS,Visual,1DVSGE,Male,N,73.0,11.0,7.0,16.0,6.0,94.0,21:30,5:30,public transport,white,1900-01-01 21:30:00,1900-01-01 05:30:00,0 days 08:00:00,480
174,174,2,No,CLUBS,Auditory,I62NPT,Female,N,42.0,22.0,0.0,16.0,5.0,59.0,2:00,7:00,walk,black,1900-01-01 02:00:00,1900-01-01 07:00:00,0 days 05:00:00,300
175,175,1,No,SPORTS,Auditory,2BFCOD,Male,N,62.0,27.0,0.0,16.0,13.0,99.0,22:00,6:00,private transport,black,1900-01-01 22:00:00,1900-01-01 06:00:00,0 days 08:00:00,480
176,176,2,No,SPORTS,Auditory,VUUZO0,Male,Y,71.0,10.0,11.0,16.0,15.0,93.0,22:00,6:00,private transport,green,1900-01-01 22:00:00,1900-01-01 06:00:00,0 days 08:00:00,480
177,177,0,Yes,SPORTS,Visual,RZV4QM,Female,Y,79.0,11.0,4.0,15.0,7.0,93.0,21:30,5:30,public transport,red,1900-01-01 21:30:00,1900-01-01 05:30:00,0 days 08:00:00,480
178,178,1,Yes,ARTS,Visual,370TFV,Female,N,79.0,10.0,7.0,15.0,6.0,91.0,21:30,5:30,public transport,red,1900-01-01 21:30:00,1900-01-01 05:30:00,0 days 08:00:00,480
179,179,2,No,CLUBS,Auditory,BBY9XL,Female,Y,71.0,18.0,1.0,16.0,11.0,97.0,22:30,6:30,private transport,yellow,1900-01-01 22:30:00,1900-01-01 06:30:00,0 days 08:00:00,480
180,180,1,No,CLUBS,Auditory,ZT6B7F,Female,N,62.0,23.0,5.0,16.0,5.0,92.0,23:00,7:00,walk,red,1900-01-01 23:00:00,1900-01-01 07:00:00,0 days 08:00:00,480
181,181,0,No,ARTS,Visual,QVMIRM,Female,Y,81.0,9.0,15.0,16.0,6.0,95.0,23:00,7:00,walk,green,1900-01-01 23:00:00,1900-01-01 07:00:00,0 days 08:00:00,480
182,182,1,Yes,ARTS,Visual,GMOLNR,Male,Y,85.0,22.0,0.0,15.0,8.0,100.0,21:30,5:30,public transport,black,1900-01-01 21:30:00,1900-01-01 05:30:00,0 days 08:00:00,480
183,183,2,Yes,NONE,Visual,X7HPJM,Male,N,81.0,16.0,2.0,15.0,8.0,91.0,23:00,7:00,walk,blue,1900-01-01 23:00:00,1900-01-01 07:00:00,0 days 08:00:00,480
184,184,0,Yes,NONE,Visual,BB0GWZ,Female,Y,82.0,13.0,2.0,16.0,8.0,99.0,22:00,6:00,private transport,black,1900-01-01 22:00:00,1900-01-01 06:00:00,0 days 08:00:00,480
185,185,2,No,CLUBS,Visual,Z3E0R7,Female,Y,72.0,18.0,1.0,16.0,5.0,95.0,21:00,5:00,public transport,red,1900-01-01 21:00:00,1900-01-01 05:00:00,0 days 08:00:00,480
186,186,2,No,SPORTS,Auditory,7FLZFC,Male,Y,60.0,11.0,11.0,16.0,18.0,98.0,22:00,6:00,private transport,red,1900-01-01 22:00:00,1900-01-01 06:00:00,0 days 08:00:00,480
187,187,1,No,CLUBS,Visual,904N7S,Male,N,46.0,18.0,12.0,16.0,5.0,67.0,23:30,5:30,public transport,green,1900-01-01 23:30:00,1900-01-01 05:30:00,0 days 06:00:00,360
188,188,0,No,ARTS,Visual,PF3GL0,Female,Y,55.0,10.0,12.0,16.0,18.0,97.0,21:00,5:00,public transport,black,1900-01-01 21:00:00,1900-01-01 05:00:00,0 days 08:00:00,480
189,189,1,No,ARTS,Visual,DHU6S5,Female,N,54.0,9.0,21.0,15.0,15.0,91.0,21:30,5:30,public transport,yellow,1900-01-01 21:30:00,1900-01-01 05:30:00,0 days 08:00:00,480
190,190,1,No,SPORTS,Visual,NXSGVV,Female,Y,57.0,0.0,30.0,16.0,10.0,99.0,21:30,5:30,public transport,white,1900-01-01 21:30:00,1900-01-01 05:30:00,0 days 08:00:00,480
191,191,0,Yes,CLUBS,Auditory,X1H8JD,Male,N,76.0,12.0,3.0,15.0,6.0,92.0,23:00,7:00,walk,red,1900-01-01 23:00:00,1900-01-01 07:00:00,0 days 08:00:00,480
192,192,1,Yes,NONE,Auditory,WA7FY7,Male,Y,80.0,16.0,6.0,15.0,8.0,94.0,21:00,5:00,public transport,black,1900-01-01 21:00:00,1900-01-01 05:00:00,0 days 08:00:00,480
193,193,2,No,CLUBS,Auditory,SATF1G,Male,Y,55.0,10.0,8.0,15.0,17.0,93.0,22:00,6:00,private transport,yellow,1900-01-01 22:00:00,1900-01-01 06:00:00,0 days 08:00:00,480
194,194,2,No,SPORTS,Auditory,UPVY4I,Male,N,40.0,19.0,4.0,15.0,2.0,89.0,21:30,5:30,public transport,yellow,1900-01-01 21:30:00,1900-01-01 05:30:00,0 days 08:00:00,480
195,195,2,Yes,ARTS,Auditory,QYA5UX,Male,N,45.0,16.0,8.0,16.0,6.0,95.0,21:30,5:30,public transport,yellow,1900-01-01 21:30:00,1900-01-01 05:30:00,0 days 08:00:00,480
196,196,0,No,CLUBS,Visual,LX6SSC,Male,N,79.0,26.0,1.0,15.0,8.0,94.0,22:00,6:00,private transport,red,1900-01-01 22:00:00,1900-01-01 06:00:00,0 days 08:00:00,480
197,197,1,Yes,ARTS,Auditory,69BXSI,Female,N,48.0,23.0,2.0,15.0,6.0,97.0,21:30,5:30,public transport,yellow,1900-01-01 21:30:00,1900-01-01 05:30:00,0 days 08:00:00,480
198,198,1,Yes,SPORTS,Visual,S9V8KG,Female,N,55.0,12.0,15.0,15.0,8.0,91.0,21:30,5:30,public transport,yellow,1900-01-01 21:30:00,1900-01-01 05:30:00,0 days 08:00:00,480
199,199,1,No,CLUBS,Visual,25PAWM,Female,N,58.0,13.0,13.0,16.0,10.0,96.0,23:00,7:00,walk,black,1900-01-01 23:00:00,1900-01-01 07:00:00,0 days 08:00:00,480
200,200,0,No,NONE,Auditory,6ZEMY9,Female,N,62.0,14.0,7.0,15.0,15.0,97.0,23:00,7:00,walk,red,1900-01-01 23:00:00,1900-01-01 07:00:00,0 days 08:00:00,480
201,201,1,No,SPORTS,Auditory,1R0VBB,Female,Y,67.0,12.0,16.0,15.0,8.0,99.0,21:30,5:30,public transport,red,1900-01-01 21:30:00,1900-01-01 05:30:00,0 days 08:00:00,480
202,202,0,No,NONE,Auditory,KX2M6I,Male,Y,71.0,11.0,9.0,15.0,9.0,91.0,21:30,5:30,public transport,blue,1900-01-01 21:30:00,1900-01-01 05:30:00,0 days 08:00:00,480
203,203,2,No,CLUBS,Visual,HBG0X7,Male,Y,78.0,17.0,2.0,16.0,8.0,96.0,22:30,6:30,private transport,green,1900-01-01 22:30:00,1900-01-01 06:30:00,0 days 08:00:00,480
204,204,0,No,SPORTS,Visual,JTXRFZ,Female,Y,68.0,21.0,1.0,16.0,12.0,94.0,21:00,5:00,public transport,white,1900-01-01 21:00:00,1900-01-01 05:00:00,0 days 08:00:00,480
205,205,1,Yes,NONE,Visual,W8KTLE,Female,N,57.0,11.0,16.0,15.0,7.0,98.0,22:30,6:30,private transport,black,1900-01-01 22:30:00,1900-01-01 06:30:00,0 days 08:00:00,480
206,206,1,Yes,NONE,Visual,SV1D3B,Male,N,76.0,11.0,6.0,16.0,10.0,97.0,21:00,5:00,public transport,white,1900-01-01 21:00:00,1900-01-01 05:00:00,0 days 08:00:00,480
207,207,0,Yes,SPORTS,Auditory,1AEWQT,Female,N,77.0,8.0,11.0,16.0,9.0,95.0,21:00,5:00,public transport,blue,1900-01-01 21:00:00,1900-01-01 05:00:00,0 days 08:00:00,480
208,208,2,No,NONE,Visual,5KYDPA,Male,N,69.0,17.0,5.0,15.0,8.0,100.0,21:00,5:00,public transport,white,1900-01-01 21:00:00,1900-01-01 05:00:00,0 days 08:00:00,480
209,209,1,No,SPORTS,Visual,H2U51T,Male,N,47.0,24.0,6.0,15.0,8.0,98.0,21:00,5:00,public transport,black,1900-01-01 21:00:00,1900-01-01 05:00:00,0 days 08:00:00,480
210,210,1,Yes,CLUBS,Visual,CSSY3Z,Female,N,52.0,8.0,19.0,16.0,5.0,92.0,22:00,6:00,private transport,yellow,1900-01-01 22:00:00,1900-01-01 06:00:00,0 days 08:00:00,480
211,211,1,No,NONE,Auditory,0Q9JU5,Female,N,50.0,25.0,4.0,16.0,7.0,73.0,23:30,5:30,public transport,blue,1900-01-01 23:30:00,1900-01-01 05:30:00,0 days 06:00:00,360
212,212,2,No,CLUBS,Visual,C32KHV,Male,N,53.0,15.0,4.0,15.0,12.0,93.0,22:30,6:30,private transport,white,1900-01-01 22:30:00,1900-01-01 06:30:00,0 days 08:00:00,480
213,213,2,No,SPORTS,Visual,EN7YFE,Male,N,61.0,12.0,11.0,15.0,12.0,97.0,22:30,6:30,private transport,white,1900-01-01 22:30:00,1900-01-01 06:30:00,0 days 08:00:00,480
214,214,0,No,CLUBS,Auditory,LU7XRL,Male,N,70.0,20.0,0.0,15.0,18.0,99.0,23:00,7:00,walk,red,1900-01-01 23:00:00,1900-01-01 07:00:00,0 days 08:00:00,480
215,215,0,No,ARTS,Auditory,8PZZLF,Female,Y,68.0,13.0,9.0,15.0,19.0,95.0,22:30,6:30,private transport,green,1900-01-01 22:30:00,1900-01-01 06:30:00,0 days 08:00:00,480
216,216,2,No,CLUBS,Auditory,24TTMZ,Male,Y,70.0,19.0,2.0,15.0,14.0,96.0,21:00,5:00,public transport,black,1900-01-01 21:00:00,1900-01-01 05:00:00,0 days 08:00:00,480
217,217,1,No,NONE,Visual,RYCELW,Male,Y,72.0,24.0,0.0,16.0,12.0,97.0,22:00,6:00,private transport,black,1900-01-01 22:00:00,1900-01-01 06:00:00,0 days 08:00:00,480
218,218,2,Yes,ARTS,Visual,203OP8,Male,Y,72.0,10.0,5.0,16.0,8.0,96.0,22:00,6:00,private transport,white,1900-01-01 22:00:00,1900-01-01 06:00:00,0 days 08:00:00,480
219,219,1,Yes,ARTS,Visual,TUB8PY,Female,N,57.0,14.0,13.0,16.0,19.0,100.0,21:30,5:30,public transport,red,1900-01-01 21:30:00,1900-01-01 05:30:00,0 days 08:00:00,480
220,220,1,No,CLUBS,Visual,FPXHBM,Female,N,48.0,4.0,26.0,16.0,7.0,85.0,21:00,5:00,public transport,black,1900-01-01 21:00:00,1900-01-01 05:00:00,0 days 08:00:00,480
221,221,0,No,NONE,Visual,29S8EX,Male,Y,75.0,25.0,3.0,15.0,7.0,98.0,21:00,5:00,public transport,green,1900-01-01 21:00:00,1900-01-01 05:00:00,0 days 08:00:00,480
222,222,1,No,NONE,Auditory,8SVXDO,Male,Y,60.0,19.0,9.0,16.0,14.0,100.0,22:00,6:00,private transport,red,1900-01-01 22:00:00,1900-01-01 06:00:00,0 days 08:00:00,480
223,223,0,No,CLUBS,Auditory,XML8IL,Male,Y,70.0,20.0,2.0,16.0,16.0,95.0,21:00,5:00,public transport,blue,1900-01-01 21:00:00,1900-01-01 05:00:00,0 days 08:00:00,480
224,224,2,No,ARTS,Auditory,3RTVXX,Male,Y,58.0,21.0,1.0,15.0,19.0,96.0,21:30,5:30,public transport,blue,1900-01-01 21:30:00,1900-01-01 05:30:00,0 days 08:00:00,480
225,225,1,No,ARTS,Visual,WK09US,Male,Y,52.0,12.0,18.0,16.0,16.0,95.0,23:00,7:00,walk,black,1900-01-01 23:00:00,1900-01-01 07:00:00,0 days 08:00:00,480
226,226,0,No,NONE,Visual,N5WCG8,Male,Y,61.0,12.0,8.0,16.0,19.0,93.0,21:00,5:00,public transport,blue,1900-01-01 21:00:00,1900-01-01 05:00:00,0 days 08:00:00,480
227,227,1,No,SPORTS,Visual,TFY0BH,Male,Y,65.0,20.0,8.0,16.0,6.0,96.0,22:00,6:00,private transport,red,1900-01-01 22:00:00,1900-01-01 06:00:00,0 days 08:00:00,480
228,228,0,Yes,SPORTS,Visual,VM5KBU,Female,N,74.0,15.0,0.0,15.0,5.0,90.0,21:00,5:00,public transport,yellow,1900-01-01 21:00:00,1900-01-01 05:00:00,0 days 08:00:00,480
229,229,1,Yes,NONE,Auditory,7VWDLR,Male,N,78.0,13.0,8.0,15.0,9.0,96.0,22:00,6:00,private transport,green,1900-01-01 22:00:00,1900-01-01 06:00:00,0 days 08:00:00,480
230,230,0,Yes,NONE,Visual,Y7D336,Male,N,74.0,14.0,4.0,15.0,12.0,94.0,21:00,5:00,public transport,black,1900-01-01 21:00:00,1900-01-01 05:00:00,0 days 08:00:00,480
231,231,0,Yes,NONE,Visual,WMA1DD,Female,Y,83.0,15.0,1.0,15.0,9.0,95.0,21:00,5:00,public transport,blue,1900-01-01 21:00:00,1900-01-01 05:00:00,0 days 08:00:00,480
232,232,1,No,ARTS,Auditory,WRF62T,Male,Y,64.0,25.0,2.0,16.0,11.0,95.0,21:30,5:30,public transport,yellow,1900-01-01 21:30:00,1900-01-01 05:30:00,0 days 08:00:00,480
233,233,2,No,ARTS,Auditory,0Z1YOV,Female,Y,50.0,14.0,4.0,16.0,12.0,96.0,23:00,7:00,walk,yellow,1900-01-01 23:00:00,1900-01-01 07:00:00,0 days 08:00:00,480
234,234,1,No,CLUBS,Auditory,Y4AISA,Male,N,49.0,17.0,7.0,15.0,3.0,59.0,0:00,5:00,public transport,white,1900-01-01 00:00:00,1900-01-01 05:00:00,0 days 05:00:00,300
235,235,2,Yes,ARTS,Visual,AJJNSG,Male,Y,72.0,15.0,0.0,15.0,17.0,92.0,22:30,6:30,private transport,red,1900-01-01 22:30:00,1900-01-01 06:30:00,0 days 08:00:00,480
236,236,2,Yes,NONE,Visual,08AW5P,Female,Y,82.0,10.0,8.0,15.0,9.0,97.0,21:30,5:30,public transport,black,1900-01-01 21:30:00,1900-01-01 05:30:00,0 days 08:00:00,480
237,237,1,No,ARTS,Visual,0VG8AP,Female,Y,46.0,25.0,5.0,15.0,7.0,99.0,21:30,5:30,public transport,white,1900-01-01 21:30:00,1900-01-01 05:30:00,0 days 08:00:00,480
238,238,0,No,CLUBS,Auditory,HG9XOO,Female,N,76.0,6.0,15.0,15.0,9.0,92.0,23:00,7:00,walk,white,1900-01-01 23:00:00,1900-01-01 07:00:00,0 days 08:00:00,480
239,239,2,No,ARTS,Auditory,1L7RIP,Male,N,44.0,10.0,13.0,16.0,13.0,82.0,23:00,7:00,walk,red,1900-01-01 23:00:00,1900-01-01 07:00:00,0 days 08:00:00,480
240,240,0,No,SPORTS,Auditory,3G6CHR,Female,N,68.0,2.0,20.0,16.0,13.0,100.0,21:30,5:30,public transport,red,1900-01-01 21:30:00,1900-01-01 05:30:00,0 days 08:00:00,480
241,241,0,No,CLUBS,Visual,GKH739,Male,N,79.0,26.0,1.0,16.0,7.0,99.0,23:00,7:00,walk,yellow,1900-01-01 23:00:00,1900-01-01 07:00:00,0 days 08:00:00,480
242,242,0,No,CLUBS,Visual,3WNB3X,Male,Y,64.0,22.0,0.0,15.0,9.0,99.0,23:00,7:00,walk,black,1900-01-01 23:00:00,1900-01-01 07:00:00,0 days 08:00:00,480
243,243,0,No,CLUBS,Auditory,ARMOVK,Male,N,65.0,25.0,2.0,15.0,17.0,99.0,23:00,7:00,walk,yellow,1900-01-01 23:00:00,1900-01-01 07:00:00,0 days 08:00:00,480
244,244,1,No,ARTS,Auditory,A3S9XD,Female,Y,57.0,15.0,12.0,16.0,18.0,99.0,22:00,6:00,private transport,white,1900-01-01 22:00:00,1900-01-01 06:00:00,0 days 08:00:00,480
245,245,2,Yes,NONE,Visual,3MYL1T,Male,N,86.0,13.0,5.0,15.0,9.0,96.0,21:30,5:30,public transport,green,1900-01-01 21:30:00,1900-01-01 05:30:00,0 days 08:00:00,480
246,246,1,Yes,NONE,Visual,VIDY9K,Male,Y,74.0,10.0,7.0,15.0,13.0,94.0,22:00,6:00,private transport,black,1900-01-01 22:00:00,1900-01-01 06:00:00,0 days 08:00:00,480
247,247,0,No,SPORTS,Visual,V7MIB3,Male,N,72.0,27.0,1.0,16.0,12.0,97.0,23:00,7:00,walk,black,1900-01-01 23:00:00,1900-01-01 07:00:00,0 days 08:00:00,480
248,248,0,Yes,SPORTS,Visual,RUF39H,Female,Y,77.0,11.0,4.0,16.0,6.0,96.0,22:30,6:30,private transport,white,1900-01-01 22:30:00,1900-01-01 06:30:00,0 days 08:00:00,480
249,249,1,No,CLUBS,Auditory,JD9KZW,Female,N,49.0,8.0,17.0,16.0,7.0,94.0,22:30,6:30,private transport,red,1900-01-01 22:30:00,1900-01-01 06:30:00,0 days 08:00:00,480
250,250,1,No,CLUBS,Visual,ES6N02,Female,N,49.0,10.0,20.0,16.0,5.0,100.0,23:00,7:00,walk,white,1900-01-01 23:00:00,1900-01-01 07:00:00,0 days 08:00:00,480
251,251,1,No,ARTS,Visual,I85G9X,Male,N,47.0,15.0,15.0,16.0,11.0,78.0,23:30,6:30,private transport,blue,1900-01-01 23:30:00,1900-01-01 06:30:00,0 days 07:00:00,420
252,252,1,Yes,ARTS,Auditory,J8ZYVH,Male,Y,76.0,13.0,4.0,15.0,20.0,90.0,21:00,5:00,public transport,blue,1900-01-01 21:00:00,1900-01-01 05:00:00,0 days 08:00:00,480
253,253,1,Yes,NONE,Auditory,XM50MJ,Female,Y,83.0,14.0,3.0,15.0,6.0,94.0,22:00,6:00,private transport,blue,1900-01-01 22:00:00,1900-01-01 06:00:00,0 days 08:00:00,480
254,254,0,No,ARTS,Auditory,1MAUQ7,Female,N,64.0,13.0,14.0,15.0,15.0,97.0,22:00,6:00,private transport,yellow,1900-01-01 22:00:00,1900-01-01 06:00:00,0 days 08:00:00,480
255,255,2,No,CLUBS,Auditory,JLDOA2,Female,N,69.0,8.0,13.0,16.0,17.0,93.0,23:00,7:00,walk,black,1900-01-01 23:00:00,1900-01-01 07:00:00,0 days 08:00:00,480
256,256,1,No,CLUBS,Auditory,NHPA3D,Male,N,51.0,16.0,14.0,16.0,8.0,96.0,22:00,6:00,private transport,green,1900-01-01 22:00:00,1900-01-01 06:00:00,0 days 08:00:00,480
